HGNC ID	Gene group ID	Pubmed IDs	NCBI Gene ID
HGNC:6836	694	1881920	4131
HGNC:6837			
HGNC:6838	1022	8833088, 17580304	84557
HGNC:13352	1022		81631
HGNC:34390	1022		643246
HGNC:49783			392288
HGNC:13353	1022	12740394	440738
HGNC:31004			387615
HGNC:15715		11827465, 15528209, 16297881, 14627543	55201
HGNC:6839	396	3103857, 7479905	4133
HGNC:6840	653	9465908, 8388392	5604
HGNC:6841			29778
HGNC:6842	653	8388392	5605
HGNC:6843	653	9465908	5606
HGNC:6844	653|1691	7716521	6416
HGNC:43837			139201
HGNC:6845	653	7759517	5607
HGNC:6846	653	8621675	5608
HGNC:6847	653	9312068	5609
HGNC:6848	58|654|90	8597633, 12049732	4214
HGNC:6854	654	8621389, 10085062	10746
HGNC:54088	1990	26650608	100506922
HGNC:6855	654	9006902	4215
HGNC:6856	654	9305639	4216
HGNC:6857	654	9465908	4217
HGNC:40358	1987		101928461
HGNC:6858	654	9875215	9064
HGNC:6859	654	9466656	6885
HGNC:16457			56911
HGNC:6860	654	2072910, 8479752	1326
HGNC:6861	654		4293
HGNC:6849	654	8536694, 7731697	4294
HGNC:6850	654	9267807, 8183572	4296
HGNC:6851	654	8037767	7786
HGNC:6852	654	9353328	9175
HGNC:6853	654	9020361	9020
HGNC:44359	1987		100133991
HGNC:31689	654	20362554, 23250415	389840
HGNC:26249	654	27144281	80122
HGNC:17797	654	10924358	51776
HGNC:27935	1987	12477932, 29428732	339751
HGNC:29798	654	11347906	84451
HGNC:6862		1905296	4134
HGNC:6863	655	8824585	11184
HGNC:6864	655	7515885	5871
HGNC:6865	655	9275185	8491
HGNC:54056	1990		728730
HGNC:6866	655	9890973, 9734811, 9135144	9448
HGNC:6867	655	9038372, 8274451	11183
HGNC:6868		10516426, 12231625	4135
HGNC:25753		25526643	79929
HGNC:6869		8408219	9053
HGNC:25514		10574461	55700
HGNC:25899	1691	12477932	256714
HGNC:25742		24927501	79649
HGNC:26118		16049101	79884
HGNC:29265		23264731	54627
HGNC:25604	1691	30715179	55262
HGNC:6870			
HGNC:6871	651		5594
HGNC:19840		12011110	93487
HGNC:6877	651	9628824	5595
HGNC:6878	651	8290275	5596
HGNC:6879	651	8875998	5597
HGNC:53900	1990	29764463	
HGNC:18980		12504858	317686
HGNC:16756		12504858	254664
HGNC:18977		12504858	317684
HGNC:18456		12504858	286065
HGNC:18979		12504858	286156
HGNC:18978		12504858	282967
HGNC:6880	651|1492	10072598, 7759517	5598
HGNC:6881	651	8137421, 8654373	5599
HGNC:6882		9235893, 9442013	9479
HGNC:6885		9933567	644253
HGNC:52402			644172
HGNC:6883		10490659	23542
HGNC:6884	1691	10523642, 10629060	23162
HGNC:6886	651	8001819	5601
HGNC:6872	651|1691	8654373, 12436199	5602
HGNC:40359	1987		101929064
HGNC:6873	651	9218798	5600
HGNC:6874	651	9169156	6300
HGNC:6875	651	9295308, 9218798	5603
HGNC:6876	651	7997261	1432
HGNC:24667	651	11875070	225689
HGNC:18752	1333	15363842	79109
HGNC:6887	1156	8179591, 8280084	9261
HGNC:6888	1156	8626550, 8622688	7867
HGNC:6889	1156	9628874	8550
HGNC:24091	1987	12477932	51275
HGNC:45246			100533849
HGNC:29536	362	9628581, 10471813	23005
HGNC:6890	1826	7606712, 9724749, 11470413	22919
HGNC:29624		11161807	80327
HGNC:37761			642305
HGNC:37762			100422229
HGNC:6891	1826	9233623, 12475954	10982
HGNC:6892	1826	9233623	22924
HGNC:40362	1987		100129724
HGNC:6893	694	7936241, 3131773	4137
HGNC:43738	1987	27336847	100128977
HGNC:43741	1989		100130148
HGNC:6894			
HGNC:26077	60|58	14722266	55016
HGNC:28038	60|58	11042152, 14722266	51257
HGNC:28728	60|58	14722266, 8619474	115123
HGNC:29269	60|58	10718198, 14722266	57574
HGNC:26025	60|58	14722266	54708
HGNC:30550	60|58	14722266	10299
HGNC:17393	60|58	14722266	64844
HGNC:23356	60|58	12582153, 14722266	220972
HGNC:25139	60|58	14722266	92979
HGNC:26655	60|58	17604280	162333
HGNC:52815	1990		101927877
HGNC:33609	60|58	17604280	441061
HGNC:41287	1987		107986407
HGNC:6759		1560845, 8420923	4082
HGNC:7142		9598313	65108
HGNC:45239			100913183
HGNC:45240			100913182
HGNC:6760		1427823	4083
HGNC:6895	1253|1404	9468508, 7867067, 10331948	8685
HGNC:53644			105378220
HGNC:29562	694|1691	9455477, 10493829, 15932519, 22442484, 23090997	9665
HGNC:6896		9108484	4139
HGNC:3332		9730619, 10516437	2011
HGNC:39792			100421501
HGNC:39793			100421502
HGNC:39794			100421507
HGNC:39795			100421496
HGNC:39796			100421485
HGNC:39797			100421500
HGNC:39798			100421531
HGNC:39799			100421498
HGNC:39800			100507674
HGNC:39801			402679
HGNC:39802			100421484
HGNC:39803			100421565
HGNC:39804			100631260
HGNC:44495			100631261
HGNC:45119			100533794
HGNC:45171			100533795
HGNC:50318			100421499
HGNC:6897		9533022	4140
HGNC:50312			100421550
HGNC:50313			100421503
HGNC:50314			100533754
HGNC:13538		23400999, 11326310, 9108484	57787
HGNC:6898	131|1691	10448063, 24482476	4141
HGNC:25133	131	15274629	92935
HGNC:28674	1626	12477932	83742
HGNC:26401	1626	17186462	153562
HGNC:30525	1626		91862
HGNC:6899	262		4142
HGNC:13961	262		116511
HGNC:33448			646366
HGNC:6900			
HGNC:6901	1179|738|1638	8018603, 8240317	5648
HGNC:18574		12601245	
HGNC:6902	1179|1638	9087411, 9777418	10747
HGNC:19034	1625|1220|1691		22983
HGNC:19035	1625|1220		23139
HGNC:19036	1625|1220		23031
HGNC:19037	1625|1220	9205841	375449
HGNC:40865	1987		101928794
HGNC:41448	1989		
HGNC:19042	1625		84930
HGNC:6903		8393662	4143
HGNC:6904		1426236, 9703951	4144
HGNC:6905	743	9055605, 10644686, 19027726	27430
HGNC:6906	741|1460	8288563, 7530249	4145
HGNC:6907	1602	2246248, 9083061	4146
HGNC:40364	1987		100129196
HGNC:6908	1602	9083061, 11852232	4147
HGNC:6909	1602	9287130, 9350998	4148
HGNC:6910	1602	9827539, 9027493	8785
HGNC:6911			
HGNC:6912	1835	2033075, 19344878	9782
HGNC:29140		10048485	23383
HGNC:29233	959	16125763, 16153868	57506
HGNC:6913	420	1557420	4149
HGNC:6914	28	1567856, 1502157	4150
HGNC:6915		10591208, 2989088	4151
HGNC:30438		12477932	151963
HGNC:6916	1025|136	9207790, 10441743	4152
HGNC:6917	1305|1025|1835	9774669, 10441743	8932
HGNC:6918	1305|1025	9774669, 10441743	53615
HGNC:15774		12504854	85509
HGNC:18532			125997
HGNC:53435			729458
HGNC:37205			653657
HGNC:37206			653656
HGNC:37204			284428
HGNC:6919	1024|1025	9774669, 10097147	8930
HGNC:20444	1025|1147	12529184	
HGNC:20445	1025	12529184	114785
HGNC:20427	1058	10801814	51562
HGNC:6920			
HGNC:6921	491|1298	9501312	8512
HGNC:6922	491|1638	1675710, 1672848	4153
HGNC:2221	491		50639
HGNC:22180			255374
HGNC:33711			153364
HGNC:6923	73		4154
HGNC:44584	1987	31255531	401093
HGNC:16746	73	11929853	10150
HGNC:20564	73	12297108, 10970838	55796
HGNC:13645			
HGNC:21579	1036	18287005	154141
HGNC:25193	1036		129642
HGNC:32311	1036	18443287	619373
HGNC:15505	1036	10941842, 8702217, 18094042	79143
HGNC:6925		2425357	4155
HGNC:6926		1870098	
HGNC:6927		8872479	
HGNC:6928		10441582	
HGNC:19866	1263		54799
HGNC:15456	973	9809072, 10944850	8720
HGNC:15455		9847074, 9659902, 20672378	51360
HGNC:6929	236	8458079	4157
HGNC:6930	236	8390157	
HGNC:6931	236	8463333	4159
HGNC:6932	236	7949735, 9763669	4160
HGNC:6933	236	8396929	4161
HGNC:6934	1410|592|590|1691|471	2602381, 10702685, 19229070	4162
HGNC:29622		12882974	27349
HGNC:6935	863	1848370, 25200342, 25183869	4163
HGNC:6936		11170888	56922
HGNC:40366	1987		
HGNC:6937			64087
HGNC:20668		14527716	401250
HGNC:33449			100048903
HGNC:33462			100048924
HGNC:13252			
HGNC:6939		1562260	
HGNC:18438			
HGNC:20206			
HGNC:32303		12812894	
HGNC:49649		17142619	
HGNC:16732		16697227, 16752391, 16843692	84693
HGNC:27291		15953541	199675
HGNC:6940	722	2577874, 1611909	4168
HGNC:14576	722|682	9205841	23263
HGNC:39825	1987		100289410
HGNC:30319	722		23101
HGNC:18451	863	12717434, 2463956	90411
HGNC:21582			645927
HGNC:4479	235		2847
HGNC:20867	235	11355873, 11274220	84539
HGNC:48980	1987		728012
HGNC:40050		21543332, 22231168	345643
HGNC:6941		9536096	
HGNC:6942		10330352	
HGNC:6943	1057	7682708, 7835896	4170
HGNC:6944	1998|1085	1710453, 8258304, 26196677	4171
HGNC:6945	1998|1085	1549468	4172
HGNC:6946	1276|486	9712829, 16914116, 21195085	8888
HGNC:16417	1987	12036297, 31237446	114044
HGNC:6947	1998|1085	7601140	4173
HGNC:6948	1998|1085	8751386, 10591208	4174
HGNC:6949	1998|1085		4175
HGNC:6950	1998|694|1085|1691	7842741	4176
HGNC:16147	1085	12527764	84515
HGNC:51230	1987		101929225
HGNC:21484	1085	16226853, 15850810, 16495042	254394
HGNC:18043		11095689, 17699597	55388
HGNC:25782		17296731	79892
HGNC:26368	1085		157777
HGNC:6951			
HGNC:6952			
HGNC:13356	249	16382100	57192
HGNC:13357	249	16382100	255231
HGNC:13358	249	16382100	55283
HGNC:6954		9683597, 17925396	79648
HGNC:51655	1987		100507530
HGNC:6955		20890278, 21496009	
HGNC:6956			
HGNC:6957		10521316	
HGNC:6958		11078481	
HGNC:17120			
HGNC:15665			
HGNC:28007		26184334, 25728771	348262
HGNC:14142		26184334	84331
HGNC:49629			102388891
HGNC:49631			
HGNC:6960	595|1482	9765390, 9654073	10445
HGNC:6961		2018061, 1605216	
HGNC:26183	826	15528213	79772
HGNC:54085	1987	26131074	
HGNC:25636	826	15528213	55784
HGNC:23357		9766643, 16982740, 25043021	28985
HGNC:49760		16815567, 24402520	100101490
HGNC:23526	1691	21685886, 21685888	90550
HGNC:26076		23900286	55013
HGNC:21097		23178883	63933
HGNC:1217			53383
HGNC:53756			100420620
HGNC:6963			
HGNC:21163		10975465, 12607005	9656
HGNC:39764	1987	25514464, 27261595	106478956
HGNC:6964			
HGNC:6965			
HGNC:6966			
HGNC:6967		9250874, 17289077	4188
HGNC:28870		10671520	29969
HGNC:53442			107986096
HGNC:19267	593	15922729, 15019943	266727
HGNC:19835	593	15019943	161357
HGNC:6969			
HGNC:6970			4190
HGNC:17836			130752
HGNC:6971			4191
HGNC:6972		8406506	4192
HGNC:29917		8619474, 9110174	56890
HGNC:6973	89|58	1614537, 16905769, 29123033	4193
HGNC:6974	58	9226370, 14660608, 26798135	4194
HGNC:18302	413	12102729	23195
HGNC:28781	702	10889041, 16670083	145553
HGNC:6975			
HGNC:6976			
HGNC:6977			
HGNC:6978			
HGNC:6979		8171026, 8643684	
HGNC:29633		12203785	259283
HGNC:6980			
HGNC:6981			
HGNC:6982			
HGNC:6983		8187880	4199
HGNC:6984		1993674	4200
HGNC:49809			286239
HGNC:6985		7818469	10873
HGNC:54182	1990		107984427
HGNC:6986		2813404, 12444059	4201
HGNC:25674	1691	8619474, 9110174, 12963728, 14966270, 16387653	64769
HGNC:42660			
HGNC:29325		26668325, 29750193	57707
HGNC:6987			
HGNC:6988		9915951	
HGNC:6989			
HGNC:3498	487|1197|28	2115646, 8171026, 8643684	2122
HGNC:40368	1987		105374205
HGNC:6990	1025	1606614, 10508514	4204
HGNC:19691		9795230, 12654921	51102
HGNC:6991			
HGNC:9234	1061	9325263, 10485914	5469
HGNC:17903	1061	10235266, 11042152	29079
HGNC:39213	1987		
HGNC:19970	1061	9234719, 9671713	10001
HGNC:45164			100128990
HGNC:2378	1061	9989412	9443
HGNC:19971	1061	12149480, 9671713	112950
HGNC:40908	1987		107984947
HGNC:25487	1061	11997338	55090
HGNC:28760	1061	15657623, 15175163	84246
HGNC:32687	1061	15175163, 12584197	400569
HGNC:11957	775|1061	9225980, 10198638, 17334363, 20507344	9968
HGNC:16050	1061	11524702	116931
HGNC:22474	1061	1019863	9969
HGNC:22962	1061|1691		23389
HGNC:38733			100499481
HGNC:2370	1061	9989412, 9598311	9282
HGNC:40162			100873985
HGNC:2371			359791
HGNC:14248	775|1061	11024300, 11414760, 15175163	51586
HGNC:19271			326615
HGNC:48651			
HGNC:48652			
HGNC:48653			100127989
HGNC:48654			391436
HGNC:48655			100996438
HGNC:48656			100996466
HGNC:48657			
HGNC:44130			285103
HGNC:17556	1061|362	10235266, 10198638	10025
HGNC:2375	1061	9989412, 10198638	9440
HGNC:25944	1061	15175163	54797
HGNC:29600	1061	9417904	219541
HGNC:16840	1061	9933582, 15175163	9477
HGNC:11473	1061	8598913	9412
HGNC:11477	1061	8499913, 15175163	6837
HGNC:2372	1061	9989412, 30847200	9439
HGNC:22963	1061|1835|1691		9862
HGNC:28845	1061|1691	9110174, 11230166	81857
HGNC:2376	1061	9989412	9441
HGNC:2377	1061	9989412	9442
HGNC:24628	1061	11779215, 15467741	80306
HGNC:45078			100420207
HGNC:45079			
HGNC:45080			100131051
HGNC:45081			100130359
HGNC:45082			
HGNC:45083			
HGNC:45084			729327
HGNC:45085			101060144
HGNC:23074	1061	15555573	55588
HGNC:23032	1061		90390
HGNC:24260	1061	10810093	51003
HGNC:25926		22510272	84935
HGNC:6992			
HGNC:6993	649|1086	1516833	4205
HGNC:6994			4206
HGNC:6995	649|1086	1516833, 8575763	100271849
HGNC:49883			100128109
HGNC:6996	649|1086	8455629	4208
HGNC:48908	1987	23801869	101929423
HGNC:53115	1987	28103885	
HGNC:6997	649|1086	8269842	4209
HGNC:6998	59|994	9288094, 27066000	4210
HGNC:14575	1992	10759892, 23790166	55384
HGNC:14574	1839	11481034, 11337479, 12045206, 27686049	79104
HGNC:43874	1992	19194500	100507257
HGNC:3232	1691	9693030	1953
HGNC:3233	1691	9693030	1954
HGNC:3234		9693030	1955
HGNC:29634	1253	11347906, 27170117	84466
HGNC:29635		11347906	84465
HGNC:6999		9781023	
HGNC:28613	1492	16683055, 24710101	150365
HGNC:43638		20551173, 24710101	101928601
HGNC:23429		23258628	644890
HGNC:51253		25533956	728637
HGNC:28569		28453612	254528
HGNC:26670		26742488	284071
HGNC:7000	526	7565694	4211
HGNC:40371			
HGNC:40370	1987		100873998
HGNC:40369	1987		730198
HGNC:7001	1691|526	9383298	4212
HGNC:29537	526	8950991	56917
HGNC:7002	526	9049632	4213
HGNC:17638	526		257468
HGNC:7003			
HGNC:7004			
HGNC:7005			
HGNC:7006			
HGNC:7008			
HGNC:16870		8724849, 9136115	9833
HGNC:7009			
HGNC:7037	908|471		4241
HGNC:40373	1987	27513470	100507057
HGNC:14014		15156151	51072
HGNC:23274			728556
HGNC:38502			645175
HGNC:38503			100462782
HGNC:38504			100462785
HGNC:49102			
HGNC:7010			
HGNC:7011			
HGNC:7012			
HGNC:7013	518	7987315	4222
HGNC:7014	518	7713505	4223
HGNC:7015	894	7774936	4224
HGNC:7018		10405340	
HGNC:7019		10405340	
HGNC:7016		10405340	642840
HGNC:7017		10405340	644777
HGNC:39137			389747
HGNC:39138			643157
HGNC:7020	894	7774936	4225
HGNC:20247	1400|1676	12358911, 17643375	56257
HGNC:13361	1279	10945470	56955
HGNC:7021			
HGNC:7022			
HGNC:7023			
HGNC:7024			
HGNC:7025			
HGNC:7026			
HGNC:7027	593|321|555	8086340, 10343112	10461
HGNC:13520		7788527, 11247670, 15014448, 12581525, 24124512	23184
HGNC:29658	420	8787751, 11578861	55897
HGNC:29659	420	11578861	145873
HGNC:7028	1691	8884280, 28501506, 26119994	4232
HGNC:17991	1992	12095916	317751
HGNC:29660			338470
HGNC:18208			100421572
HGNC:38553			645641
HGNC:38554			131572
HGNC:7029	321|1752	1846706, 1611909, 25941349	
HGNC:15789	1691|104	7788527, 12144506	23173
HGNC:32583	104	14532271, 16568094	254042
HGNC:16672	104	7644482, 8858118	10988
HGNC:54558			727713
HGNC:14151		15085178	79006
HGNC:27584			284207
HGNC:7030	963	10329009, 15861136	4234
HGNC:25755	963	12477932	339175
HGNC:18272	963	11738826	55798
HGNC:17563	1419|963	24316715	56339
HGNC:24726	963	30982744	64863
HGNC:25006	963	11042152	29081
HGNC:28343	963	26888608	131965
HGNC:24550	963	12975309	25840
HGNC:48874			100996686
HGNC:28276	963	17004324	196410
HGNC:25856	963	15992539	79828
HGNC:49856			728996
HGNC:24586	963	10810093, 11132146	51108
HGNC:31932	963|1691	24090352	149281
HGNC:29330	1419|963	10997877, 24316715	57721
HGNC:53367	1990		101929741
HGNC:26606	963	12477932	196074
HGNC:31926			100130758
HGNC:39559			644915
HGNC:39558			729650
HGNC:28484	963	18021804, 28525753, 29051200	79066
HGNC:19280	963	11278769, 26488768	64745
HGNC:28793	963	20864530	92342
HGNC:30476	963	23921388	151194
HGNC:41921			100421629
HGNC:33717	963		196541
HGNC:41948			121952
HGNC:28368	963	24140279	79091
HGNC:26988	963	24501276	124512
HGNC:21566			728464
HGNC:26228	963		84190
HGNC:14141	963		84326
HGNC:19068	963	10329018	155368
HGNC:33482	58	17267406	92312
HGNC:25297	58	11230166, 17267406	84206
HGNC:28040	58	17267406	51320
HGNC:16734	58	17267406	399664
HGNC:7031			
HGNC:7032	1507	7835894, 28335716	4236
HGNC:39694			646755
HGNC:7033		7759096	4237
HGNC:7034	593	7782085	4238
HGNC:29083	593	9734811	9848
HGNC:7035	554	7633408	4239
HGNC:29673		9792630, 8557636	8076
HGNC:24858		18353969	56947
HGNC:41067	1990		654841
HGNC:54537			100420251
HGNC:54540			644762
HGNC:7036		9027496, 19204935	4240
HGNC:16982	1421	9973190, 24286120	9258
HGNC:18262		8358434, 11181170	55669
HGNC:16877		12499352, 11181170	9927
HGNC:7038	426	9878264, 9187150	4242
HGNC:18121		11263980	83552
HGNC:7039			
HGNC:7040		7632217	
HGNC:25874			64747
HGNC:50625			100313532
HGNC:25897		18694395, 24828040, 24828044, 26945070	84879
HGNC:37207		18694395	388931
HGNC:25157			113655
HGNC:25433			148808
HGNC:27632	1987		284578
HGNC:21053			91749
HGNC:50626			100128154
HGNC:28156		21464289	84975
HGNC:24711			54842
HGNC:26656			162387
HGNC:28486		17564970	256471
HGNC:28158			84804
HGNC:16894		8353488, 17362938	10227
HGNC:25458		9358160	79157
HGNC:28299		12477932	126321
HGNC:26196		12477932	79847
HGNC:52163			105371130
HGNC:23363		9299464	64645
HGNC:23376			84641
HGNC:23672			84278
HGNC:7041			
HGNC:14010	766|637|1691		23269
HGNC:7042			
HGNC:7043	1413	9446624	8972
HGNC:28101	1413	24870542	93432
HGNC:29969			84709
HGNC:7044	435	1827260	4245
HGNC:7045	435	7635144	4247
HGNC:51244			100422588
HGNC:51243			100422589
HGNC:7046	435	8370666	4248
HGNC:51356	1987	25294924	
HGNC:7047	435	10024668	11320
HGNC:7048	1691|435	10372966	11282
HGNC:30871	435	10570912	25834
HGNC:43619	435	20805325, 26371870	152586
HGNC:49418	435		641515
HGNC:49419	435		100506747
HGNC:7049	1691|435	8292036	4249
HGNC:24140	435	14617637, 14623122	146664
HGNC:7052			
HGNC:7053			
HGNC:7054			
HGNC:7055			
HGNC:7058			
HGNC:17038	464	9495531	11343
HGNC:16205	544	23313956, 23358826, 23434322	92667
HGNC:7059			4255
HGNC:7060	1250	2394711	4256
HGNC:20254	58|1691	9628581	23295
HGNC:7061	1469		4257
HGNC:7062			
HGNC:7063	1469	8703034	4258
HGNC:7064	1469	9278457	4259
HGNC:7065		10762554	
HGNC:7066			
HGNC:53110	1992	28123636	100505771
HGNC:7068			
HGNC:7069		9403481	
HGNC:51291	1992	25119045	104564225
HGNC:7070			
HGNC:7071		1427885	
HGNC:7072			
HGNC:7073		7887423	
HGNC:7074			
HGNC:7075		9175745	
HGNC:7076	1300	7923218, 8661134	8190
HGNC:48352			100529262
HGNC:18432	1300|907	12586826, 27138255	4253
HGNC:24008	1300|907	15183315, 21525241	375056
HGNC:33425	1992	17066261, 17623775, 23628989, 23726844	440823
HGNC:50731	1992		102724827
HGNC:21086	91|58|1691|403		57534
HGNC:30577	91|58|403	12761501	142678
HGNC:7084			
HGNC:7085			
HGNC:7086			
HGNC:7087			
HGNC:7088		3871395	
HGNC:7089			
HGNC:7077			
HGNC:7078			
HGNC:7079		3979119	
HGNC:7080		1370389	
HGNC:7081			
HGNC:7090	591	8022771	100507436
HGNC:53631	1987		101929072
HGNC:20619	1218	11827972	64780
HGNC:24693	1218|1691	12110185	9645
HGNC:24694	1218|1691	12110185	57553
HGNC:25933		12110185	84953
HGNC:29804	1218	11258795, 12110185	85377
HGNC:29672	1218	12110185, 16525024	79778
HGNC:7091	591	8022771	4277
HGNC:53632	1990		102725068
HGNC:7092		8022771	100129192
HGNC:7093		8022771, 10557312	4279
HGNC:7094			4280
HGNC:16801		10557312	352957
HGNC:16802		10557312	352967
HGNC:32068	1616	21944719, 24687277	440574
HGNC:48338			100532736
HGNC:25036		8812419	100462953
HGNC:44092			100289489
HGNC:44093			100462954
HGNC:44094			100462957
HGNC:33702	1616	25997101, 27485409	125988
HGNC:1530	863	9806765, 20693986	10367
HGNC:31830	863	23409044	221154
HGNC:27820	863	23409044	286097
HGNC:7095	58|59|555	9354791, 9425238	
HGNC:20715			58526
HGNC:40932	1987		
HGNC:7096	58|59|555	10400986	11043
HGNC:19853	532		91748
HGNC:16298		10974535	90007
HGNC:25979		21508961, 21701560	54471
HGNC:17920		11997338, 21508961	125170
HGNC:28230		17121940, 12739007, 17503775, 21628459	84299
HGNC:29657	532	12242014, 12482978	57708
HGNC:29210	532	10574462	54531
HGNC:26678	532	28046085	166968
HGNC:7097		7558020, 2552447	4282
HGNC:27669	1987	24066864, 26895959	284889
HGNC:24030		22532700, 18025107	57409
HGNC:24741		26716412	374986
HGNC:23621		26716412	84895
HGNC:25715	1691	15867349, 14617774	60672
HGNC:27570	594	20526344	284021
HGNC:33464	1992	17509818, 26417259	100073347
HGNC:7099			
HGNC:7100			
HGNC:7101			
HGNC:29172		10470851, 29329397, 30080879	23251
HGNC:33914			100127206
HGNC:51653	1992	26351698	100507316
HGNC:25648	1376	10718198, 27292798	55793
HGNC:26954	1376	10574461	54629
HGNC:23578	1376	12054670, 17652099, 27292798	80013
HGNC:21916	1376		84182
HGNC:35475	1376		646951
HGNC:17565	1371|1492	10708748, 12087176	50488
HGNC:7102	1079|1691	10087200	9562
HGNC:21905	1395|362	14973288, 25512509, 23723238	54468
HGNC:14522		10944187, 11716759	55586
HGNC:50748			100419614
HGNC:7103	305	1840563, 7536742	4284
HGNC:7104	1438	9073519	4285
HGNC:39456			100533682
HGNC:39457			100130099
HGNC:39458			650794
HGNC:21460		11954550, 19667180	145282
HGNC:31499	1696		406904
HGNC:16159	1688		128826
HGNC:26393	1987		253868
HGNC:31500	1696		406905
HGNC:31638	1736		407043
HGNC:31639	1736		407044
HGNC:31640	1736		407045
HGNC:30049	1688	11854097, 23643933	284424
HGNC:31641	1698		407046
HGNC:31642	1698		407047
HGNC:31646	1698		407051
HGNC:27388	1688	15701730	254559
HGNC:31497	1700		406902
HGNC:31498	1700		406903
HGNC:31543	1737		406948
HGNC:31544	1737		406949
HGNC:31545	1737		406950
HGNC:31546	1737		406951
HGNC:31547	1703		406952
HGNC:23564	1688	15126345, 15944707, 16266980, 17210683, 23551855	407975
HGNC:31548	1703		406953
HGNC:32025	1703		574033
HGNC:31574	1704		406979
HGNC:31575	1704		406980
HGNC:31576	1704		406981
HGNC:31577	1703		406982
HGNC:32024	1703		574032
HGNC:31586	476		406991
HGNC:31599	476	20180843	407004
HGNC:28219	1688	24036268, 28968955, 29669758	84981
HGNC:31605	1711		407010
HGNC:31606	1711		407011
HGNC:38913	476		100500809
HGNC:31607	1738		407012
HGNC:31608	1738		407013
HGNC:31609	1705		407014
HGNC:31610	1739		407015
HGNC:31611	1739		407016
HGNC:31612	1739	22215805	407017
HGNC:31613	1740		407018
HGNC:31614	1740		407019
HGNC:31615	1803		407020
HGNC:31616	1701		407021
HGNC:31619	1701		407024
HGNC:31620	1701		407025
HGNC:32018	1688	14702039	100128537
HGNC:31621	1701		407026
HGNC:31624	1741		407029
HGNC:31625	1741		407030
HGNC:31626	1741		407031
HGNC:31627	1741		407032
HGNC:31628	1741		407033
HGNC:31629	1741		407034
HGNC:31630	476		407035
HGNC:37187	1688	15364902, 22289355, 24631686, 25512605	554202
HGNC:31631	476		407036
HGNC:31634	1742		407039
HGNC:32791	1742		693120
HGNC:31635	1702		407040
HGNC:51913	1688	17540599	106614088
HGNC:31636	1702		407041
HGNC:31637	1702		407042
HGNC:31643	1705		407048
HGNC:31644	1705		407049
HGNC:32920	1705		693235
HGNC:31645	1703		407050
HGNC:31647	1767	24145350	407052
HGNC:31648	476	14757864, 19363479	407053
HGNC:31649	1697		407054
HGNC:31650	1700		407055
HGNC:1274	1688	12036298, 25027842	388815
HGNC:31651	1700		407056
HGNC:31487	1700		406892
HGNC:39522	1688	19531736, 21031016, 25027842, 29748571	399959
HGNC:31488	1753		406893
HGNC:31489	1753		406894
HGNC:31490	1754		406895
HGNC:31491	1754		406896
HGNC:35384	1754	18524951	100302238
HGNC:35385	1754		100302282
HGNC:31492	1766		406897
HGNC:31493	1766		406898
HGNC:31494	1703		406899
HGNC:31495	1703		406900
HGNC:31496	1754		406901
HGNC:31501	476	17179747	406906
HGNC:53821	1688	25730776	
HGNC:31502	1706		406907
HGNC:27231	1688	8619474, 9110174, 27253412, 31897430	157627
HGNC:31503	1706		406908
HGNC:48723	1688		100130155
HGNC:31504	1706		406909
HGNC:31505	1700		406910
HGNC:31506	1700		406911
HGNC:31507	1700		406912
HGNC:31508	476	18694565	406913
HGNC:31509	476	16766263	406914
HGNC:31510	1712		406915
HGNC:31511	1712	23019226	406916
HGNC:31512	1756		406917
HGNC:31513	1756		406918
HGNC:31514	1713		406919
HGNC:31515	1713		406920
HGNC:31516	1714		406921
HGNC:31517	1708		406922
HGNC:49594	1688		102723167
HGNC:31518	1708		406923
HGNC:31759	1708		442890
HGNC:31519	476		406924
HGNC:31520	1757		406925
HGNC:31521	1757		406926
HGNC:31760	1757		442891
HGNC:31522	476	22967897	406927
HGNC:31523	476		406928
HGNC:42871	1688		400765
HGNC:31524	1758		406929
HGNC:31525	1758		406930
HGNC:31526	476	25778535	406931
HGNC:31527	476	18945805	406932
HGNC:31528	1709		406933
HGNC:31529	476	24401604	406934
HGNC:31530	476	15504739	406935
HGNC:31531	476	18941117	406936
HGNC:31532	476	19578358	406937
HGNC:31533	1716		406938
HGNC:32079	1716		574447
HGNC:31534	1768		406939
HGNC:33655	1768		100126311
HGNC:31535	1717		406940
HGNC:31761	1717		442892
HGNC:31536	476	23298478	406941
HGNC:31537	476	23159943	406942
HGNC:31762	1803		442893
HGNC:41588	1803		100616247
HGNC:31538	1717		406943
HGNC:31539	1759		406944
HGNC:31540	1759		406945
HGNC:31541	1769		406946
HGNC:31542	476	18055230	406947
HGNC:35460	1688	21296997, 23246696	114614
HGNC:31590	1718		406995
HGNC:48659	1688		100131234
HGNC:31549	1718		406954
HGNC:37188	1688	15364906	100379345
HGNC:31550	1718		406955
HGNC:31551	1718		406956
HGNC:31552	1718		406957
HGNC:32089	1718		574457
HGNC:31553	476	19188590	406958
HGNC:31554	476		406959
HGNC:31555	476		406960
HGNC:31556	476		406961
HGNC:31557	476		406962
HGNC:31558	476		406963
HGNC:31559	1805		406964
HGNC:31560	1760		406965
HGNC:33656	1760		100126346
HGNC:31561	476	24795757	406966
HGNC:31562	1719		406967
HGNC:31563	1761		406968
HGNC:32087	1761		574455
HGNC:51945	1688		100129781
