HGNC ID	Gene group ID	Pubmed IDs	NCBI Gene ID
HGNC:24061	396	12475942	158798
HGNC:18783	715|396	9736779, 1438229, 19840947	8227
HGNC:38514	396	17302988	139516
HGNC:21618			
HGNC:1170		20562110, 18178962, 15630084	56672
HGNC:25744		19200367	79647
HGNC:50794			100418731
HGNC:50797			
HGNC:21407		19200367	55122
HGNC:28822			
HGNC:50796			100216487
HGNC:24108		11268217, 11853319	80709
HGNC:28398			254268
HGNC:380	399	2498333, 10393438	10327
HGNC:381	399	1901827	231
HGNC:420		8244370	401982
HGNC:425		1612607, 8244370	236
HGNC:422		8244370	729347
HGNC:423		8244370	390402
HGNC:20002			390482
HGNC:33498			100129769
HGNC:33497			126242
HGNC:33496			392525
HGNC:382	399	9765596, 9565553	57016
HGNC:45062			340888
HGNC:45063			643582
HGNC:383		9565553, 9765596	
HGNC:37281	399	25577493	441282
HGNC:384	399	8011662	1645
HGNC:385	399	9716498, 21802064	1646
HGNC:386	399	7650035, 9792917	8644
HGNC:387	399	7789999	1109
HGNC:44679	399		100996684
HGNC:44680	399		389932
HGNC:44681	399		648947
HGNC:23469	399	15164054	340811
HGNC:388	399	7508385, 10343119	6718
HGNC:11288		10343119	80701
HGNC:23437	399		83592
HGNC:389	399	9576847	8574
HGNC:24062		12879023	246182
HGNC:390	399	10383892	22977
HGNC:24056		12879023	246181
HGNC:391	1900|682	21214427	207
HGNC:28426	1332	12524439	84335
HGNC:392	1900|1691|682	1409633	208
HGNC:393	1900|682	10092583, 10208883	10000
HGNC:41304	1989		
HGNC:16710	102	7818539, 8626685	64400
HGNC:394			
HGNC:395		6839527, 6378062	210
HGNC:396		7698013, 11267664	211
HGNC:397		1577484	212
HGNC:398			
HGNC:399		6292049, 6192711	213
HGNC:400	1410|592|590|471	7760007	214
HGNC:401			
HGNC:402	398	1709013	216
HGNC:15472	398	9819382	8854
HGNC:409	398	7698756	220
HGNC:407	398	2061311	219
HGNC:3978	398	18848533	10840
HGNC:40244	1987		
HGNC:42446	1987		
HGNC:26777	398	20498374	160428
HGNC:404	398|1691	4015823, 2987944	217
HGNC:405	398	7774944, 1737758	218
HGNC:403	398	7894487	224
HGNC:410	398	9161417, 7828891	221
HGNC:411	398	8890755, 9161417	222
HGNC:406	398|1691	8621661	8659
HGNC:408	398	7814412, 9059628	7915
HGNC:7179	398	1527093	4329
HGNC:877	398	9417906	501
HGNC:878		9417906, 16004729	541
HGNC:879		9417906	542
HGNC:880		9417906	543
HGNC:881		9417906	544
HGNC:15471	398	11007799	64577
HGNC:412	398	8112751, 8786138	223
HGNC:28114	398	19184135	126133
HGNC:9722	398	8921385, 26297558	5832
HGNC:413			
HGNC:414	1903	3570299	226
HGNC:415			391538
HGNC:416		3674018	228
HGNC:417	1903	15880727	229
HGNC:418	1903|1687		230
HGNC:419			
HGNC:421		8244370	
HGNC:424			
HGNC:426		7940018	
HGNC:18294	427	10704531, 14973782	56052
HGNC:33721	427		200810
HGNC:37258	427		644974
HGNC:44372			100132066
HGNC:44374			647415
HGNC:44375			339879
HGNC:44376			728263
HGNC:44377			645015
HGNC:44378			285407
HGNC:44379			
HGNC:44380			
HGNC:44381			100421097
HGNC:44382			
HGNC:44383			100996649
HGNC:44384			730086
HGNC:23159	427	12684507, 23404334	85365
HGNC:23056	430	1058125	10195
HGNC:45159			442131
HGNC:20266	428	10359825	29880
HGNC:23157	447	10359825, 11875054	29929
HGNC:23161	447		79053
HGNC:15672	430	12030331, 15148656	79796
HGNC:41409	1989		
HGNC:23162	448		84920
HGNC:31088	448		144245
HGNC:32456	427	20080937	440138
HGNC:19358	430	11983712	79087
HGNC:30881	449|669|780	22492991, 24501762	79868
HGNC:41277	1987		
HGNC:28287	449	15615718, 23404334	199857
HGNC:41192	1987		101928098
HGNC:427	321|471	8122112	238
HGNC:33775		26630010, 26418745, 29317532	389658
HGNC:27683		26630010, 26418745	285016
HGNC:17911	401	8600462, 22961808	8846
HGNC:32487	401	26408825	121642
HGNC:30141	401	22055184	221120
HGNC:48670	1987		100507300
HGNC:21900	401	23673617	54784
HGNC:25996	401	11997338, 24778178	54890
HGNC:28243	401	8889548	84964
HGNC:21306	401	23666923	84266
HGNC:25189	401|725|1580	20123966, 21285950	91801
HGNC:17377		11054555	55821
HGNC:428		9063741	7840
HGNC:41305	1989		100874291
HGNC:29586		12477932	200420
HGNC:435	407	2565035	240
HGNC:436		1673682, 10036194	241
HGNC:429	407	1570320	239
HGNC:51342	1987		100506713
HGNC:430	407	9618483	242
HGNC:431		1570320	243
HGNC:432		9691181	245
HGNC:433	407	1570320	246
HGNC:434	407	9177185	247
HGNC:13742			100652883
HGNC:39027			642959
HGNC:13743	407		59344
HGNC:44238			100420216
HGNC:441	1072		251
HGNC:437	1072	3468508, 3469665	248
HGNC:20917		10021370, 10819331	80216
HGNC:20565	593	10021370	115701
HGNC:17574	593	10021370	57538
HGNC:438	1072	3532105, 3446011	249
HGNC:439	1072	3001717, 3461452	250
HGNC:440			
HGNC:14016		11352565	
HGNC:442			
HGNC:443	928|722	11586298	57679
HGNC:20605	928|722	15388334, 8889548, 17239822	259173
HGNC:13204		11161814	
HGNC:14433		11586298	
HGNC:14441		11586298	
HGNC:14443			
HGNC:14444		11586298	
HGNC:14445			
HGNC:444		11706389	
HGNC:446		9933301	
HGNC:34540		12830400, 12840784, 12858291	
HGNC:34539		12858291	
HGNC:448			
HGNC:1494	521	8756334, 7592751	8092
HGNC:449	521	15226305, 11807986, 19409524	257
HGNC:450	521	11017806, 8644736	60529
HGNC:19071	725|770	11032328, 15998806	10189
HGNC:451		9307041	23600
HGNC:452		9126491	258
HGNC:453	631	1708673, 1385302	259
HGNC:25990	498|362|1691	17622796, 17603510, 17589504	55626
HGNC:454		7977374	
HGNC:455		9012416	
HGNC:456		9345093	
HGNC:457			262
HGNC:44898			100133024
HGNC:460	716	7789170	263
HGNC:51608			728931
HGNC:51609			100129761
HGNC:458			
HGNC:28577			144193
HGNC:24262		10810093	51005
HGNC:459		9634515	
HGNC:461		1734713	265
HGNC:462		2004775	266
HGNC:26837	2002	21304492, 21498506, 20843316	139285
HGNC:26360	2002	20843316	219287
HGNC:26771	2002	20843316	205147
HGNC:463	58	1649192	267
HGNC:464	1932|542|1691	3754790, 18784351	268
HGNC:465	346	7493017	269
HGNC:20824	590	12629050	57463
HGNC:24073	594	12629050, 12843293, 15107827	347902
HGNC:24075	594	12629050, 12975309	386724
HGNC:466		9382098	
HGNC:467	1835	10049589, 9480748, 24646681	9949
HGNC:41306	1989		
HGNC:28658			83607
HGNC:39809			100420921
HGNC:14604		11279523	81693
HGNC:27281		30273335	196394
HGNC:17810	1691	11257124, 16043488, 12406577	154796
HGNC:17811		11733531	154810
HGNC:17812	1691		51421
HGNC:468	1302	1400401	270
HGNC:469	1302	1400401, 24482476	271
HGNC:470	1302	1400401	272
HGNC:471	1289	8245793	273
HGNC:472			
HGNC:473		1993704, 8188235	275
HGNC:33188		16304441	401138
HGNC:474	1648		276
HGNC:475	1648		277
HGNC:476	1648		278
HGNC:477	1648	3260028	279
HGNC:478	1648	8268204	280
HGNC:479	1648		281
HGNC:22231		15972818	155185
HGNC:28041		15972818	51321
HGNC:26491			201283
HGNC:38072			100421018
HGNC:480			
HGNC:481			
HGNC:19988	402|1691	11179667	64682
HGNC:44150			100286979
HGNC:54708			285074
HGNC:54709			100420889
HGNC:54710			730268
HGNC:54711			100420890
HGNC:54712			402096
HGNC:19989	402	11739784	29882
HGNC:19990	402	6180011	29945
HGNC:15713	402	9469815	51433
HGNC:17380	402|769		51434
HGNC:24077	402	10318877, 11230166	10393
HGNC:33976			729198
HGNC:14452	402|58	10922056, 25825779	51529
HGNC:24540	402	15060174	25847
HGNC:24531	402	21926987	25906
HGNC:26976	402	14702039, 20360068	119504
HGNC:482		9894799	
HGNC:33355		12874403, 14755735	
HGNC:483	723|1687	1978563	283
HGNC:19961		11943475	23357
HGNC:30534		11943475	90806
HGNC:484	554|542	9545648	284
HGNC:485	554|542	9545648	285
HGNC:486			
HGNC:487	554|542	10051567, 10218486	51378
HGNC:488			
HGNC:489	554|542|905	10025962, 9286704	9068
HGNC:490	554|905	10473614	23452
HGNC:491	554|542|905	10644446	27329
HGNC:16039	554|905	10698685, 10866690, 23960078	51129
HGNC:19705	554|905	12624729	253935
HGNC:23140	554|905	12871997	83854
HGNC:24078	554|542|905	9727400, 11682471	10218
HGNC:24933	905	22809513, 23150577, 24262987	55908
HGNC:40024			647589
HGNC:17627		11536080	
HGNC:31941		14872410	
HGNC:31942		15540160	
HGNC:31943		16740915	
HGNC:492	1691|403	1689849	286
HGNC:493	1691|403	7485162, 12571597	287
HGNC:40076	1987		105377373
HGNC:494	403	7665168	288
HGNC:54102	1990		105378320
HGNC:26350	409|403	15110750	150709
HGNC:28002	403	30082910	348094
HGNC:32525	403		728780
HGNC:15803	863|403	17142250	63926
HGNC:26766	555|403		162282
HGNC:20763	861|81|403	10940552, 17273843	51479
HGNC:15492	752|1691	10894769, 12297989, 11326338	56172
HGNC:24714	403	10470851, 11230166, 16098192	54882
HGNC:33530		16297570, 14557257	404734
HGNC:22215	1391|403		54467
HGNC:21027	403	15146457	255239
HGNC:14588		11279520	
HGNC:26812	1087|403		126549
HGNC:29101	1087|403	9734811	23141
HGNC:20987	87|403		51281
HGNC:25370	87|403	25077969	57037
HGNC:13208	403	10965114	57763
HGNC:15819	403	7730328	27063
HGNC:495	403	10873377, 15136035, 15677738	26287
HGNC:17280	403	25218921	22881
HGNC:18588	403	8812458	56311
HGNC:20096	403		122416
HGNC:20265	403		55608
HGNC:39891	1989		100505494
HGNC:21316	403	11483580	29123
HGNC:54737			100287912
HGNC:54738			100419906
HGNC:29135	403	10048485	23253
HGNC:21268	403	10508479	88455
HGNC:26363	403		124930
HGNC:25374	403	11230166	81573
HGNC:27880	403		338692
HGNC:23431			
HGNC:23471	403		54522
HGNC:23575	403	11165478	26057
HGNC:23643	403		253650
HGNC:23644	403		441459
HGNC:43601			101926917
HGNC:28016			348840
HGNC:43609			100131031
HGNC:22567			138649
HGNC:23665	403		84210
HGNC:31979	403		441430
HGNC:31981	403		441425
HGNC:31982	403		728747
HGNC:33833			440482
HGNC:37714			728157
HGNC:31980			653436
HGNC:23666			729171
HGNC:42023			284232
HGNC:39707			100421422
HGNC:42024			391267
HGNC:43603			100874392
HGNC:43604			100132733
HGNC:43605			100533719
HGNC:43606			100533720
HGNC:43607			100421427
HGNC:43608			100421363
HGNC:23756			391269
HGNC:42737			400110
HGNC:32319			728788
HGNC:52329			102723552
HGNC:28321	403	28667340	118932
HGNC:24470	403	12456686	200539
HGNC:29424	403	11853319	170961
HGNC:29186	403	10470851, 21211618, 30824690	22852
HGNC:32955			124149
HGNC:39687			646929
HGNC:39689			100101938
HGNC:39690			100873882
HGNC:25310	928|1835|403	16525121	84079
HGNC:29024	694|699|1691|403	9205841, 19458477	23243
HGNC:27110	403		147463
HGNC:17234	403	11280766	91074
HGNC:24165	1691|403	11280766	374860
HGNC:35167	403	17114284	554226
HGNC:19722			642460
HGNC:16620		12036297, 17114284	149992
HGNC:27873		12477932	338579
HGNC:26853	403		256006
HGNC:13788	403	20026326	341405
HGNC:35240	403		651746
HGNC:41298	1987		
HGNC:41506			
HGNC:27639	403		284615
HGNC:33736	403		340120
HGNC:33888	403		390616
HGNC:48618	1987		729911
HGNC:26323	403		148741
HGNC:24079	403	12975309	375248
HGNC:29333	403	10997877	57730
HGNC:28169			84832
HGNC:33607			645784
HGNC:32946	403		400986
HGNC:37759			100132420
HGNC:29593	403		353322
HGNC:28640	403	11042152	51239
HGNC:28233	403	12477932	91369
HGNC:26080			55018
HGNC:26752	694|403		338699
HGNC:25259	699|403	18186651	91526
HGNC:41090	1987		101927596
HGNC:41477	1989		101927547
HGNC:24786	403		339416
HGNC:27229	403		157567
HGNC:25970	403	11162141	54851
HGNC:54619			100419814
HGNC:54620			
HGNC:54621			391834
HGNC:54622			100130680
HGNC:29223	403		57182
HGNC:26614	699|403	18186651	283373
HGNC:25691	403		79998
HGNC:25185	1691|403	15461802, 22527282	129138
HGNC:39214			100419962
HGNC:25681	403	31620119	79722
HGNC:16217	403		140731
HGNC:22467	403		100310846
HGNC:35241	403		342850
HGNC:42363			
HGNC:42393			23783
HGNC:40027	403		100131244
HGNC:42950	403		441869
HGNC:44669	403		100287718
HGNC:20961	760|403	9039502	23294
HGNC:24600	760|403	10490826, 12415113	56899
HGNC:29422	760|403	11853319	124401
HGNC:26795	760|403		257629
HGNC:26724	760|403	23793029	203286
HGNC:29642	403		389161
HGNC:25527	28|403	21896481, 29632312	55139
HGNC:14082	682	10931866	54443
HGNC:21625	865	15067359, 18724360, 24692353	55107
HGNC:40016	1987		
HGNC:1183	865	12739008, 15067359, 24692353	57101
HGNC:14004	865	12739008, 15067359, 23200863, 24692353	63982
HGNC:54190	1987		105376599
HGNC:23837	865	12739008, 15067359, 24692353	121601
HGNC:27337	865	15067359, 20096397, 24692353	203859
HGNC:25240	865	15067359, 24692353	196527
HGNC:31677	865	14981236, 15375614, 24692353	50636
HGNC:32248			101927546
HGNC:29329	865	10997877, 24692353	57719
HGNC:20679	865	9305847, 24692353	338440
HGNC:25519	865	24692353	55129
HGNC:498		1679229	
HGNC:6211	361|555	11463336	3730
HGNC:6214		1303285, 23721716	3734
HGNC:499			
HGNC:13233	27|1658|1659|1691	8970164, 9144194	8125
HGNC:25672	1989	14702039	80035
HGNC:42949			723972
HGNC:16677	27	9285060, 9473664	10541
HGNC:24267			646791
HGNC:38552			100130708
HGNC:44089			100652899
HGNC:16675	27	10086381, 10400610	23520
HGNC:16676	27	10086381, 10400610	23519
HGNC:16673	27	12438741	81611
HGNC:500	1437|471|104	2428842, 1977688	290
HGNC:501			
HGNC:502			
HGNC:503			
HGNC:504			
HGNC:505			
HGNC:506			
HGNC:14152	1400	31213526	65990
HGNC:508		2157297	
HGNC:509		2157297	
HGNC:510		2157297	
HGNC:21014	1691	10947988, 11559528	84168
HGNC:21732		11683410, 12700348	118429
HGNC:27277			195977
HGNC:45004			100996567
HGNC:514			
HGNC:517			
HGNC:518			
HGNC:519			
HGNC:520			
HGNC:521			
HGNC:522			
HGNC:523			
HGNC:524			
HGNC:525			
HGNC:526			
HGNC:528			
HGNC:529			
HGNC:530			
HGNC:531			
HGNC:532			
HGNC:515			
HGNC:516			
HGNC:527			
HGNC:533	542|404	2936963	301
HGNC:537	404	7961821	302
HGNC:538		1611909, 2174397	303
HGNC:539		2969496	304
HGNC:540		2174397	305
HGNC:33463		16895901, 18636554	389289
HGNC:541	404	1830024	306
HGNC:542	404	1346776	307
HGNC:543	404	2960376	308
HGNC:544	404	3258820	309
HGNC:545	404	7515686	310
HGNC:546	404	1364010	653145
HGNC:23334	404		728113
HGNC:23335			
HGNC:547	404	9742942, 9931420	8416
HGNC:534	404	10458909	11199
HGNC:535	404	7508441, 9503022	311
HGNC:536	404	9503022	312
HGNC:548		1883828	313
HGNC:41307	1989		100874264
HGNC:80		8182053	26
HGNC:549		9119395, 9722954	314
HGNC:550		9653080, 8972912	8639
HGNC:48869	859	20013028, 26160837	90586
HGNC:551			
HGNC:552			
HGNC:1361	1437|1691	15687497	84909
HGNC:553		7570184	316
HGNC:18450		11562361, 23263164	344454
HGNC:19049		10893244, 23263164	107126360
HGNC:53766			107161151
HGNC:28808		15775984	55435
HGNC:554	1671|1835|1493|1691	7987321, 8812422	162
HGNC:297		10591208	23782
HGNC:298		10591208	23781
HGNC:555	1671|1835|1493	9653655, 9733768	164
HGNC:556	1671|1493	9733768, 9762922	8906
HGNC:13667	1671	9653655, 17988225	8907
HGNC:558	1671	10338135	10053
HGNC:559	1671|1691	9653655, 9733768, 19057675	1174
HGNC:560	1671	9733768, 17186471, 23756445	8905
HGNC:50752			
HGNC:18971	1671		130340
HGNC:561	1672|1493|1691	2564002	160
HGNC:562	1672|1493	9700202, 2564002	161
HGNC:563	1672|1493	8262066, 8595912	163
HGNC:564	1672	8595912	1173
HGNC:565	1672	9040778, 9767099, 23222959	1175
HGNC:566	1673|1493	9182526, 9151686	8546
HGNC:567	1673|1493	7671305, 1851215	8120
HGNC:568	1673|1493	9151686, 9303295	8943
HGNC:569	1673	10024875	26985
HGNC:570	1673	7601449	10947
HGNC:2013	1673	8697810, 9118953	1176
HGNC:571	1673|1691	9118953	10239
HGNC:572	1674|1493	10066790	10717
HGNC:44114	1987		100287722
HGNC:573	1674|1493	10436028, 21620353	23431
HGNC:574	1674	9013859, 10066790, 21620353	9179
HGNC:575	1674	10436028, 21620353	11154
HGNC:25104	1492|1675	22022230	91056
HGNC:20192	1675	18395520	55745
HGNC:15875	1675	11780052, 22022230	55317
HGNC:22197	1492|1675	20613862, 22022230	9907
HGNC:576	1341|362|959	9267021, 10702682	317
HGNC:577			
HGNC:578	1220	7678331, 7719031	320
HGNC:579	1220	8955346	321
HGNC:580	1220	10049767	9546
HGNC:581		8955346, 8894693	322
HGNC:17379	682	9407065	54518
HGNC:582		8955346, 9585438	323
HGNC:20708	1691	9407065	10307
HGNC:583	694|409	1651563	324
HGNC:24036	409	9823329, 10021369	10297
HGNC:15718		12384519	147495
HGNC:26892			164284
HGNC:27152	1990		149773
HGNC:584	1143	2987268	325
HGNC:585			
HGNC:586		2392324	327
HGNC:48925	542	20153842, 24316148, 24407481	100506013
HGNC:587	1659|1687		328
HGNC:17889	135	11376153	27301
HGNC:29509		10810093, 12110170	51107
HGNC:24080		12110170, 11230166	83464
HGNC:13511			
HGNC:13512			
HGNC:13513			
HGNC:13514			
HGNC:594	1492	9307294	8539
HGNC:595		10373420	642812
HGNC:39070			728664
HGNC:596			
HGNC:17581		10810093, 15262985, 24367089	51074
HGNC:28724	26	18474613, 18077224, 17353262	200558
HGNC:16665	1902	9792798, 10525157	8862
HGNC:339	220	8294032, 14622440	187
HGNC:597		8432545	333
HGNC:598		10702673	334
HGNC:13238		10945474, 11583587, 20552250	57136
HGNC:599			
HGNC:600	405		335
HGNC:40079	1987	24388749	104326055
HGNC:601	405	2415515	336
HGNC:602	405		337
HGNC:17288	405	11588264, 11577099	116519
HGNC:6669		7679504, 7749817	
HGNC:603	405		338
HGNC:604	406		339
HGNC:605	406	10403781	10930
HGNC:17343	406	11863358, 10469298	200315
HGNC:44196	406	19788695, 17447845	100913187
HGNC:43835			
HGNC:17352	406|870	11863358, 10469298	9582
HGNC:43836	1987		
HGNC:17353	406	11863358	27350
HGNC:17354	406	11863358	140564
HGNC:17355		11863358	
HGNC:17356	406	11863358, 17121840	200316
HGNC:17357	406	11863358	60489
HGNC:24100	406	16571802	164668
HGNC:32152	406	16082223	403314
HGNC:606			
HGNC:24087		10852956	55911
HGNC:607	405		341
HGNC:608	859	27228351	342
HGNC:609	405		344
HGNC:610	405		345
HGNC:611	405	8530039	346
HGNC:44426			100533990
HGNC:612	405|631	2439269, 3453108	347
HGNC:613	405	10662539	348
HGNC:614		1505951	
HGNC:615	405	8093033	319
HGNC:616	1179|405	1582254	350
HGNC:617			
HGNC:618	405	9325276, 11374903, 16020735	8542
HGNC:619	405	10591208, 11374903	23780
HGNC:14868	405	11374903	80833
HGNC:14867	405	11374903	80832
HGNC:14869	405	11374903	80831
HGNC:14870	405	11374903, 15671246	80830
HGNC:25268	1691	11230166	81575
HGNC:13916	405|631	10531326, 11418126	55937
HGNC:53942		15256496	100419033
HGNC:28727	405|1616	16956892, 25764979, 25781180	79135
HGNC:24009	1616	23704930	139322
HGNC:48739			100286948
HGNC:48740			100129005
HGNC:48741			100131528
HGNC:48742			100128725
HGNC:48743			644649
HGNC:620	542	1679289	351
HGNC:622		9843960	10513
HGNC:623			
HGNC:24035	1291	10490823, 17030088	26060
HGNC:624			
HGNC:18242	1291	11431708, 17030088	55198
HGNC:625			
HGNC:626			353
HGNC:627			
HGNC:628			
HGNC:629			
HGNC:44173	1992	24748121	100505854
HGNC:15984	1811	11586299, 11586300	54840
HGNC:632			
HGNC:633	305|454	1722319, 3166547	358
HGNC:634	305	7512890	359
HGNC:635			
HGNC:636	305|454	7558005	360
HGNC:637	305	7528931	361
HGNC:26399	1987		147429
HGNC:638	305	8621489, 23830519	362
HGNC:639	305	8812490	363
HGNC:640	305	9252401	364
HGNC:641			
HGNC:32048		11952783	375719
HGNC:32049		11952783	389756
HGNC:31976		11952783	441432
HGNC:32056			100132938
HGNC:51836			102724655
HGNC:642	305	9806845, 10393433	343
HGNC:643	305		366
HGNC:16029	305	11573934	89872
HGNC:19940	305	16107722	282679
HGNC:19941	305		375318
HGNC:6096	305		653437
HGNC:29513	1507|1508|1516|1169|1510	9626505, 16949364	9716
HGNC:644	71	3353726, 3377788	367
HGNC:645			
HGNC:646	1157|654		369
HGNC:50824			100421741
HGNC:647		1505215	644000
HGNC:35474			285893
HGNC:16925	760|395|682|403		116985
HGNC:39993	1987	31173500	
HGNC:39994	1987		100506020
HGNC:16924	760|395|682|403		116984
HGNC:24097	760|395|682|403	11804589, 12015138	64411
HGNC:648	1411	10970730, 17466953	23237
HGNC:649	1917	7782067, 8854871	372
HGNC:650			
HGNC:651	542		374
HGNC:34509			
HGNC:20363	1959	9205841, 23479728, 27162139	9870
HGNC:652	357|542|1691	1577740	375
HGNC:22500			442334
HGNC:39883			100420012
HGNC:39884			442396
HGNC:653		7956370	
HGNC:44341			108489980
HGNC:654	357	8661066	377
HGNC:655	357	2107548	378
HGNC:51593	1987		106144532
HGNC:657		2107548	380
HGNC:16599			170485
HGNC:32380			390423
HGNC:37628			100129023
HGNC:37629			100316867
HGNC:658	357	1993656	381
HGNC:659	357	1993656, 10343114	382
HGNC:15852	395|1691	11210549	55738
HGNC:13504	395	11278321, 14690497	84364
HGNC:661	395	10704287, 11172815	26286
HGNC:15772	1492|1947	10212200, 8917509	10565
HGNC:15853	1492|396|1947	10212200	10564
HGNC:21213	1492|694|1947		57221
HGNC:21496	1921	9038142, 10413101	27236
HGNC:17160	1921	8670882, 9038142	23647
HGNC:662	357	8530503	10139
HGNC:663		22959135	383
HGNC:664		8954792, 8898077	384
HGNC:30146	521	17005330, 20565723	503582
HGNC:17252	521		503583
HGNC:23977	521		503640
HGNC:25482		21454576	55082
HGNC:666			
HGNC:665			
HGNC:673	1299|721	8288572	392
HGNC:674	1288|1923	8570618	393
HGNC:675	721	8537347	394
HGNC:20279	1987		84837
HGNC:676	1691|721	9417914	395
HGNC:677	1299|721	10591208	23779
HGNC:14130	682|721	11396949	64333
HGNC:26099	1691|1923	8288572	79658
HGNC:15783	721	11829490	9824
HGNC:15782	721	11829490, 25721503	89839
HGNC:16348	682|721	11854031	94134
HGNC:21030	682|721	12650940, 11042152	55843
HGNC:40949	1987		105373654
HGNC:19921	721		319102
HGNC:18239	1289|1923	10967100, 11431473	55114
HGNC:21035	721		93663
HGNC:23724	721		84986
HGNC:48348			100533184
HGNC:18357	721	14532992	57569
HGNC:23725	1220|682|721	12056806	57584
HGNC:30320	682|721	8619474	58504
HGNC:42944	1989		100689073
HGNC:29293	1220|682|721	10819331, 15254754	57636
HGNC:45039			
HGNC:25361	1691|682|721	11230166, 15254788	83478
HGNC:28951	682|721	7584044	9938
HGNC:17073	1923	9858476, 8649427	23092
HGNC:40792	1987		
HGNC:41429	1989		
HGNC:31813	682|721	15147912	201176
HGNC:28630	859	27836757	146880
HGNC:52873			109286553
HGNC:53771			440461
HGNC:25509	721	10718198	79822
HGNC:30207	1923	9305890	9411
HGNC:54311	1987		107985092
HGNC:27414	721		257106
HGNC:29216	721	9786927, 12819203, 16519628	57514
HGNC:41235	1987		
HGNC:17399	721	12446789, 12819203, 17663722	9743
HGNC:23085	721	12297274, 12461558	115703
HGNC:4591	721	1894621, 20675588	2909
HGNC:26388	721		158763
HGNC:29351	721	15755809	80728
HGNC:16226	721		343578
HGNC:26545	1923	18954304	143872
HGNC:54801	1987	31886719	100128386
HGNC:43940			
HGNC:43939			100130693
HGNC:19327			266698
HGNC:43941			254398
